monobit_test_ones_count,monobit_test_zeroes_count,monobit_test_p,frequency_within_block_test_p,runs_test_p,longest_run_ones_in_a_block_test_p,binary_matrix_rank_test_p,dft_test_p,approximate_entropy_test_p,serial_test_p,cumulative_sums_test_p,non_overlapping_template_matching_test_p,label
32834,32766,0.7906278567101722,0.9714458885467442,0.4489490092385819,0.0027804490196196943,0.4172556286707542,0.5189810213945527,0.8604122287062012,0.8605399250154843,0.9934078926436176,0.9999997983172498,CAST
32898,32702,0.4441218380022137,0.9799397214622462,0.2038919596861696,0.8833310457186436,0.7910198056943819,0.8860415103014305,0.7958917980989288,0.7961659819931461,0.5908699837488014,0.9999999988724698,Blowfish
32831,32769,0.808726441941676,0.6779651870359551,0.17431010642389064,0.3846089518782605,0.34211153828070134,0.7201284095916474,0.46494127672357327,0.4666480836347568,0.5770360325677613,1.0000000010151597,3DES
32620,32980,0.1598536748376275,0.9375220484540134,0.029932994234821986,0.12932039542911697,0.9751919625032903,0.07915550343270593,0.04590196251325935,0.045141026175297284,0.25566062612888363,0.9999999861750578,RC4
33171,32493,0.008148475634206918,0.2548718415234684,0.41467216991921074,0.9800107885956865,0.022751644514959833,0.9315085423413699,0.03955474398790524,0.039943386327542095,0.005960698085047511,0.9999999643803669,AES
32624,33040,0.10450063341007665,0.6666468559714775,0.17119030062615423,0.8935785070509412,0.5717435273795396,0.5099426048670943,0.3572052600277084,0.3602383232484192,0.2073371177193799,0.9999999853623911,AES
32769,32831,0.808726441941676,0.03974843934650816,0.9998174557886819,0.5575336780691957,0.9751919625032903,0.05757472381714917,0.8619135193860067,0.8616062075479171,0.3266674080628207,0.9999999884330859,3DES
32659,32941,0.27088576740599923,0.28677853159089794,0.1251264070264561,0.5267028740178692,0.41041611510978016,0.942874529880778,0.2601864567499005,0.25913590406589865,0.22942328457925254,0.9999999987842599,CAST
32987,32613,0.14422833630532922,0.8431339724558574,0.31401305466563284,0.1908462998054145,0.7225300877842882,0.05757472381714917,0.5858347941463701,0.5836001472637399,0.2460348431248598,0.9999830178859459,CAST
32677,32923,0.3368194089886089,0.606762222452539,0.08657859107671749,0.4481660665950623,0.19375262013116457,0.4736367674411152,0.24189980837121175,0.2347570153161137,0.4114420395261591,0.9999999419645861,RC4
32839,32761,0.7607174102705192,0.3445599585253913,0.49714120741021167,0.2943416938992917,0.44399367611546653,0.5424659724029122,0.9070025020738158,0.9073934499932413,0.5839332081710544,0.9999999701642425,Blowfish
32743,32857,0.6562509420333893,0.5276381136143403,0.33642898132222815,0.17025190445155525,0.19375262013116457,0.942874529880778,0.4924701953696853,0.49461150536042825,0.8952625323258301,0.9999998342461112,3DES
32557,33043,0.05776050109788858,0.6399858965294605,0.5383166452442669,0.6372291518177656,0.13753178455226236,0.8297889079160358,0.2954981394779475,0.2957868061104785,0.11146316775537901,0.9999999813521838,3DES
32981,32683,0.24485896642795582,0.7186752154357978,0.841164762013338,0.4159801953652853,0.12062944186149632,0.709567482605233,0.02470012502375009,0.025401055035259096,0.4887474921477264,0.9999999978921869,AES
32718,32882,0.5219695053554594,0.18737660796237574,0.3869460348874571,0.7522457200803229,0.05579706141601972,0.590970091643279,0.08632936019855586,0.08429173885901779,0.16053121660425518,0.9999962873086125,3DES
32851,32813,0.8821117340012573,0.1323852163971649,0.0859498723317818,0.4530752337509861,0.4252695627174757,0.3408032468860451,0.4409370468835268,0.4399229382786118,0.779298563940322,0.9999997857940577,AES
32945,32655,0.25752523666706467,0.8265334124422576,0.37067304724340594,0.024907828904710966,0.8336613398802774,0.3515708533363208,0.5631770547886648,0.5619329746337217,0.3386042713068642,0.9999998285516328,CAST
33068,32532,0.03637340571662645,0.606932366139808,0.36422166688409724,0.029301207722528297,0.4006627259941357,0.1234056732604092,0.005140610358823207,0.005150641685327664,0.024380481251587094,0.9999999724908563,Blowfish
32715,32885,0.5068577012718571,0.7650671166400977,0.30346384612861155,0.40225857184351793,0.31973900322473464,0.5189810213945527,0.7583726910460539,0.7566633417896794,0.6332449836176413,0.9999999989098641,Blowfish
32830,32770,0.8147826383183655,0.14948313956719683,0.2642385164810147,0.25363817607290895,0.7381079347879222,0.4518086936760742,0.10180527978315042,0.10062853734712372,0.4341462524263475,0.9999975161843843,RC4
